id,price
0,548.4018645553537
1,8609.140392790008
2,1360.7036612965478
3,1181.1717345432369
4,9403.785769790267
5,4369.564406928939
6,1804.238527197887
7,13006.05144806952
8,1931.7138492929848
9,5613.289506406302
10,14315.9320842595
11,800.4649074221687
12,998.0881265715675
13,2382.801551763374
14,1298.6143322064413
15,977.9704876053775
16,3607.3772041308707
17,737.8881089515015
18,2421.3148111654327
19,8962.607415940314
20,978.9401798972937
21,3078.9006841179694
22,702.9573258500026
23,9373.273597198855
24,3524.836591567144
25,1698.422762561563
26,15724.908203977942
27,1257.6331535728625
28,8790.977151006586
29,520.7216846107353
30,4367.242881724508
31,1656.1160553738903
32,12680.9439330642
33,1597.0415741749273
34,2080.900341415321
35,519.2646761674191
36,2162.4542311124214
37,15057.774933311823
38,1964.683563040061
39,2457.1710064104527
40,15914.224167331955
41,1003.0532753895727
42,703.973239653732
43,845.8095241379483
44,3008.4133078077766
45,11875.974619683726
46,13007.157515602397
47,14255.840296944238
48,924.3732254674183
49,7738.583502140378
50,783.300647123698
51,14477.398038842352
52,2731.216219365162
53,6673.692658617678
54,4648.209594460826
55,5192.0527029813875
56,4207.5979289130555
57,17228.17486635848
58,3774.8124543978706
59,1812.8107103758512
60,1255.9161155356667
61,1296.6750128211847
62,1903.9848637491405
63,3930.469632507753
64,971.3183837828283
65,759.3449126827779
66,3230.303528225528
67,1595.6895417348687
68,9214.698540473591
69,3192.596240706812
70,3914.827924786462
71,572.7936024191844
72,4303.183589206594
73,14821.729687092768
74,2590.275490123274
75,716.5666289843278
76,1924.8716369440635
77,833.8572516977299
78,1816.2141091396586
79,9699.118464196401
80,984.7223555900397
81,2741.785044320988
82,982.0063573812909
83,1777.8616170806665
84,4217.875758921096
85,1063.9699590728676
86,465.46078908035435
87,819.1145504887648
88,13009.781875030212
89,2689.9358792578178
90,5583.839234657553
91,8455.109621044721
92,16613.081447524404
93,3325.0849985962604
94,5303.666625607722
95,519.2646761674191
96,1073.237564234963
97,14283.025447525319
98,4288.531749203711
99,1873.350132305545
100,809.8022197682036
101,4755.997775809938
102,1748.8842874868094
103,4574.36913518973
104,517.2403391640613
105,2590.0846659420117
106,632.3524108998076
107,2280.452178354272
108,976.4538233610041
109,2436.067905965394
110,4692.2114211201715
111,919.8133764839971
112,2487.7277705696943
113,2419.2927251556607
114,4971.272257575292
115,5139.0138797891805
116,6805.774303705678
117,3721.255053805306
118,3096.8345505203115
119,14947.43413475605
120,5343.530192330312
121,2004.895716195839
122,10051.079789164078
123,11902.502708783168
124,478.9600565026981
125,1620.171211181123
126,559.4873322297074
127,715.609900188915
128,870.0719490033853
129,4459.508217644328
130,534.8051626279824
131,4295.9500681330255
132,678.6887341712109
133,711.4064819490602
134,1250.4937564588718
135,1740.9816279183112
136,10572.328131210206
137,5283.587831289204
138,1076.5255450050659
139,1878.3450341731782
140,7637.423778934038
141,1683.0967399182662
142,662.4660695941529
143,7607.386282262404
144,4672.71689981358
145,12627.6565519972
146,5309.350624992748
